Test #,Build #,Category,Test Case,Expected Result,Actual Result,Repeatable?,Blocker?,Test Owner
,2024-03-05 00:00:00,Loading deck,"Every time I click on loading deck 
 The game kicked me out","I expect to see my deck that I 
 Made last time",No result,Yes,Yes,Ali kin
1,2024-03-11 00:00:00,Tutorial,User Case: Explain what guardians are.,I expected to know what a guardian is.,I guessed what a guardian was and added them.,Yes,No,Angel Venegas
2,2024-03-11 00:00:00,Game,Bug: Sometimes it does not let me attack.,I expected to attack.,Could not attack.,Yes,Yes,Angel Venegas
1,2024-03-12 00:00:00,Tutorial,Timers Take Longer than indicated amount,Timer indicates 30 for it to take 30 seconds.,Timer indicates 30 takes well over a minute,Yes,No,Anthony Daulo
2,2024-03-12 00:00:00,Tutorial,Really High Amounts of latency,Responsive clicks when selecting a card,About a 5 second delay between selecting a card and it being acknoweldged,Yes,no,Anthony Daulo
3,2024-03-12 00:00:00,Tutorial,Card Summoning Animations being skipped,Some type of special graphic to appeare when a card plays,Sound effects occur. About a 5 second delay of just a blank battle field before the card just appears on the board.,Yes,No,Anthony Daulo
1,2024-03-12 00:00:00,Deck Tutorial,bug: can't put special characters in naming the deck,I expected to put any character I want in naming the deck,I can't put any characters in naming the deck,Yes,no,Mansoor Amza
1,2024-03-12 00:00:00,Deck Builder,Scrolling through cards in deck builder on MacOS,It should be slow and easy to stop at any given point,Its super fast and sensitive which makes it hard to stop at a specific part. Using the built in scroll bar is an option but the user might be more comfortable just using their trackpad,Yes,No,Brandon Hakimi
3,2024-03-12 00:00:00,Profile,Stats are not accurate,I lost 2 games and won 0. Win/Loss should be 0/2,0/0,Yes,No,Brandon Hakimi
4,2024-03-12 00:00:00,Adventure,When I click on the adventure tab non of the buttons work and I can't go back.,To be able to play the adventure tab or at least be able to go back to the home page,"Nothing, not even the home or back buttons work",Yes,Yes,Brandon Hakimi
1,2024-03-12 00:00:00,Game,"User case: When placing down cards on the field, the screen shakes too hard.",Expected my screen not to shake as much,The screen shook hard,Yes,No,Renzo Pereyra
2,2024-03-12 00:00:00,Game,"Card Descriptions can stack, ex: when attempting to select a card right after having selected another",Expected to dismiss previous card notification before presenting me with another,Card notifications stacked,Yes,No,Renzo Pereyra
3,2024-03-12 00:00:00,Game,"User Case: Timer can give certain time per phase. For me, as a newbie, timer feels a bit too fast as I am having to read the cards before being able to put them down.",Timer to be a little slower.,"Timer feels fair, maybe I have a skill issue.",Yes,No,Renzo Pereyra
1,2024-03-12 00:00:00,Game,"Bug: Went into Adventure, none of the UI was working, couldn't go back home or enter any of the locations.",Start a battle,UI buttons not working,Yes,Yes,Ryan Kao
0,2024-03-10 00:00:00,Game,Bug: Text on cards difficult to read when placed into the battlefield.,Be able to read all my cards.,Difficulty reading text on cards that are on the battlefield.,Yes,No,Svarun Soda
1,2024-03-10 00:00:00,Game,Bug: Text on XP Level in top-right corner clips outside of the progress bar.,XP Level progress text to not clip out of progress bar.,XP Level progress text clips out of the progress bar.,Yes,No,Svarun Soda
2,2024-03-10 00:00:00,Game,User Case: Standardize text font types across entire game.,All GUI text fonts to be the same.,There appear to be 2 different font types across the game.,Yes,No,Svarun Soda
1,2024-03-11 00:00:00,Main Page,"Get asked about tutorial during session, even though I am not new.",not get asked about tutorail,kept getting asked,Yes,no,Javier
3,2024-03-11 00:00:00,Main Page,"Anime Ultraman window, when clicking latest update or Latest news nothing happens",New windor or information pop up,nothing,Yes,No,Javier
4,2024-03-11 00:00:00,Marketplace Home Menu,"Images of cards on sale, not showing on marketplace front page",Show images of cards for sale,no image shows,Yes,No,Javier
1,2024-03-05 00:00:00,Login,when clicking get started I was immediately sent straight in with no way of logging in,Expected to be able to sign up when I press the sign in button,No page to get started,Yes,No,Sarkis Shil-Gevorkyan
2,2024-03-07 00:00:00,Game,No tutorial or intstruction,Some from of tutorial or even a help option,None at all,Yes,No,Sarkis Shil-Gevorkyan
3,2024-03-10 00:00:00,Game,Rewards shop takes me back to the start page,To show the actual reward shop,Sent back to start page,Yes,No,Sarkis Shil-Gevorkyan
1,2024-03-09 00:00:00,UI,Settings Exit Button,"The ""X"" button on the top right of settings menu should exit settings","The ""X"" button on the top right of settings menu doesn't do anything",Yes,No,Bao Ngo
2,2024-03-09 00:00:00,UI/Game,Adventure's UI doesn't work,The UI in adventure mode should allow the user to exit/choose a mission,"Only selecting the mission works. Play/Exit/Home button does not work, leading the user to refresh the page to continue.",Yes,Yes,Bao Ngo
3,2024-03-09 00:00:00,UI,Audio Settings In-game,"The audio settings should save by default, or there should be a save button like the main menu",The audio settings in-game doesn't save when changing,Yes,No,Bao Ngo
1,"Use date you 
 tested on
  3/11/2024",UI,In player profile view. The Player Frame does not show anything on click,Expected to see something,Did nothing on click,Yes,yes,Salman Khan
5,2024-03-10 00:00:00,Login email again,bug,sign in again,login again,Yes,no,Moises Alvarez
1,2024-03-06 00:00:00,UI,"Game would not let
 me leave the 
 adventure select
 page","Hitting the back
 arrow would 
 return me to the
 main page",Does nothing,Yes,Yes,Joey Kaz
2,2024-03-06 00:00:00,Login,"Should not have
 to log in every single
 time you close a tab,
 etc.","Would prefer 
 login credentials
 to last longer","Last for one
 instance",Yes,No,Joey Kaz
4,2024-03-06 00:00:00,Game,"Game will not let 
 one of the players 
 perform operations 
 (draw,battle, main phase, 
 etc.) if you leave the 
 tab during a turn change
 Has done both for user 
 and AI","Game runsas 
 normal in the 
 background","Game glitches
 and one of the 
 players will not
 be able to play
 on their turn
 throghout",Yes,Yes,Joey Kaz
5,2024-03-06 00:00:00,Game,"If for some reason you
 attempt to draw a card 
 during the opponent 
 turn, the opponent cannot
 procede","Game ignores 
 request and lets
 opponent play","Only you can 
 proceed with the
 game steps",Yes,Yes,Joey Kaz
1,2024-03-07 00:00:00,Login Queue,Page not working properly,Be able to work and start playing,Page not working properly,Yes,Yes,Sayra Reyes
2,2024-03-09 00:00:00,Battle game,Log me out while I was playing,Not being log out and keep playing my battle,Log me out of my game,Yes,No,Sayra Reyes
3,2024-02-27 00:00:00,Main Page,"Once user is on the Main Page screen, user clicks on the round Friends button on the right. User sees a friends menu sliding form the right. User then clicks ""Add Friend"", a screen appears, the background becomes blurry. User then clicks on the X button to close the screen. The pop-up disappers but the Main Page screen remains blurry for the user, nothing is clickable. User has to reload the game and log in again. See image file attached to the submission.",User can close the Friends pop-up using the X button and successfully return to the Main Page.,User can close the Friends pop-up using the X button but can't access the Main Page anymore.,Yes,Yes,Yana Zaynullina
5,2024-02-27 00:00:00,Main Page | Settings,The X button does not work on the Settings screen in the Main Menu. User has to use the Cancel button to close it.,User can exit Settings using the X button.,Clicking on the X button does not do anything in Settings.,Yes,No,Yana Zaynullina
8,2024-02-27 00:00:00,"Main Page | Leaderboard, UI","Some text is overlapping on the Leadership screen, for example (TOP 100%) gets on the next line and covers the text. See image attached to the submission.",User can see all the text clearly.,User cannot see some text.,Yes,No,Yana Zaynullina
0,2024-02-27 00:00:00,Settings Menu,bug: Settings menu does not close with the X on top right,Clicking X should allow user to leave settings menu,Clicking X does not do anything,Yes,No,Inderjit Singh
0,2024-02-27 00:00:00,Deck Builder,"user case: For cards with a limit of 2, if we remove one, we cannot add the other back until we remove both cards",Allow users to remove and add cards when clicked,Cannot add card until we remove all form deck,Yes,No,Inderjit Singh
3,2024-02-22 00:00:00,USER FOCUS - Ultraman Notice,"When returning to the Home Page from the Deck Builder or Edit Profile pages, the notice for the Ultraman event always appears.","There should be an option to make the Ultraman notice, or any future event notices, never show up again upon user request",Ultraman Notice always appears,Yes,no,Bryan Avila
1,2024-02-21 00:00:00,Game/Main Page,Collected coins not showing after going to user profile.,View coins in the game,Coins are hidden after going to a different screen,Yes,No,Raymond Gharapeti Babayans
1,2024-02-27 00:00:00,Login,After completeing the tutorial and going back to the login screen it got stuck on login with email,Login with email,"Screen got stuck on ""login with email""",Yes,Yes,Heather Gardner
2,2024-02-27 00:00:00,Login,"After completeing the tutorial and going back to the login screen it got stuck on after authenication to ""connecting to server""",Log in and play game,"Screen got stuck on ""connecting to server""",Yes,Yes,Heather Gardner
3,2024-02-27 00:00:00,UI,Tutorial,Player info and card info will not interfere with gameplay,It bothers me that the Player info and the info on a card overlap the gameplay screen.,Yes,No,Heather Gardner
4,2024-02-27 00:00:00,Game,Gameplay Tutorial,Play game/tutorial,"Error ""An error occurred running he unity content on this page. See your browser JavaScript console for more info. The error was:abort(275)at Error at jsStackTrace(https://www.endersgate.app/build/EndersGateTCG.framework.js:2:16364",Yes,Yes,Heather Gardner
1,2024-02-22 00:00:00,Settings UI,Bug,"I expect to be able to exit out of settings when I click the ""x""","when trying to exit the settings, the ""x"" button doesn't work. I have to click save or cancel",Yes,No,Mirna Farahat
2,2024-02-22 00:00:00,Setting UI,Bug,"I expect that when I change something in the settings (such as the volume), and click ""cancel"" then nothing changes. For example, if I change the volume from 50 to 40, and I click ""cancel"", I expect that when I open the setting back up, the volume is at 50, since I didn't click the ""Save"".","When I change the volume and click cancel, it still saves my changes, even though I did not click save.",Yes,No,Mirna Farahat
3,2024-02-22 00:00:00,Tutorials,Bug,"I expect to be able to access the ""Deck Builder Tutorial"" when I click play","The ""Deck Builder Tutorial"" does not open when I click play",Yes,No,Mirna Farahat
4,2024-02-22 00:00:00,Search function in Tutorials,Bug,I expect that the desired tutorial I search for appears,"When I type the name of either tutorial in the search bar, nothing comes up",Yes,No,Mirna Farahat
5,2024-02-22 00:00:00,How to obtain button when selecting cards for a deck,Bug,"I expect directions of how to obtain the selected card to be displayed when I click ""How to Obtain""","Nothing happens when I click ""How to obtain""",Yes,No,Mirna Farahat
6,2024-02-22 00:00:00,Game,User Case,"I expect that when I click ""Arena"", that it would only take a few second for the ""matchmaking"" to happen so I can actually play","When I click ""Arena"" it tells me ""Matchmaking...Please wait"" and then nothing happens",Yes,Yes,Mirna Farahat
2,2024-02-21 00:00:00,Turotial,Bug: Normal Tutorial practrice,Activating trap card  void trap,The AI Froze and could not continue game,Yes,Yes,Ramon
4,2024-02-24 00:00:00,Matchmaking page,taking too long,expected a match within a minute,Has been almost 5 mins and no match,Yes,No,Mimi Truong
7,2024-02-24 00:00:00,Friends list closing,blurred screen after closing friends list,"Friends list close, home screen goes back to normal",Friends list closed and the screen stays blurred I cant click anything had to refresh the page and it started back from the beginning,Yes,No,Mimi Truong
16,2024-02-27 00:00:00,game play,Page frozen,Tutorial battle starting,"Nothing , the whole page froze",Yes,yes,Mimi Truong
17,2024-02-27 00:00:00,Arena Game,"Moved to new tab, came back and game logged me out",Battle begins,logged me out and now I have to take the extra million steps to authenticate myself,Yes,yes,Mimi Truong
18,2024-02-27 00:00:00,connect to server,Still connecting to server after several minutes after authentication,home page loads,still connecting to the server since everyone is playing,Yes,Yes,Mimi Truong
1,2024-02-27 00:00:00,Login/UI/Game/FindMatch  Login/UI/Game/training,"Bug: Whenever I try to find a match online or go to the training, the game does not load into the game, and is just stuck loading the match",I would get in a match,The game does not load into the match,Yes,Yes,Omar Garcia
2,2024-02-25 00:00:00,Login/UI/Game/Build Deck,"User case: As a user, when I went to go build a deck, I found the UI kind of confusing at first. I didn't really know how much cards has to be in a deck and first time I built a deck, I didn't know I had to have it saved and selected before finding a match.  Took a little bit of playing with, but I understand how it works now.","I kind of expected at first when I build a deck, it would show the number of cards I have in the deck as well as expecting a drag and drop system for building decks. I also expected that the deck would automatically save when I exit, or at least a pop up reminder to save.","In order to build a deck, users have to selected a card and a menu pops up prompting the user to add or remove card. If the user adds, they must exit the card menu and the card will then be displayed in the deck. There are no indicators on how much cards there needs to be in the deck. The only indicator will appear when you save a deck and the menu tells you that you don't have enough cards and tells you how many more cards are needed. When saving a deck, you must name it and it is only after you exit the build deck menu where you gotta select the deck you want to use when you play a game",Yes,No,Omar Garcia
3,2024-02-25 00:00:00,Login/UI/Game/Tutorial,"Bug?: After completing the tutorial, I went back to play it again. However, it seems that the tutorial acts as a training ground however, you only have limited amount of cards, leading to a point during the game where both the players and the AI have no cards meaning both cannot draw new ones. If the AI runs out of cards and doesn't have any cards to draw, the AI opponent is stuck in the drawing phase and rather than switching turns,the AI just stays and waits the entire turn. The player must wait until the opponents turn is over, and is either stuck doing nothing or attacks the enemy only to switch turns and wait until the enemy's timer to finish to switch to their turn.",I was expecting to get more cards in the tutorial instead of a limited amount rather than having to wait for the opponents clock to finish because they also can't draw any cards,I had to wait the entire opponents turn to make a move cause they didn't want to skip,Yes,No,Omar Garcia
4,2024-02-27 00:00:00,Login/UI/Game/Friends,"Bug? Whenever I ask friend to battle, and they accept, the game loads in, but logs both of us out",Expecting to play with a friend,I couldn't get a game and it always logged both of us out,Yes,Yes,Omar Garcia
1,2024-02-27 00:00:00,Login/UI/Game/FindMatch  Login/UI/Game/training,"Bug: Whenever I try to find a match online or go to the training, the game does not load into the game, and is just stuck loading the match",I would get in a match,The game does not load into the match,Yes,Yes,Kevin Chaja
2,2024-02-25 00:00:00,Login/UI/Game/Build Deck,"User case: As a user, when I went to go build a deck, I found the UI kind of confusing at first. I didn't really know how much cards has to be in a deck and first time I built a deck, I didn't know I had to have it saved and selected before finding a match.  Took a little bit of playing with, but I understand how it works now.","I kind of expected at first when I build a deck, it would show the number of cards I have in the deck as well as expecting a drag and drop system for building decks. I also expected that the deck would automatically save when I exit, or at least a pop up reminder to save.","In order to build a deck, users have to selected a card and a menu pops up prompting the user to add or remove card. If the user adds, they must exit the card menu and the card will then be displayed in the deck. There are no indicators on how much cards there needs to be in the deck. The only indicator will appear when you save a deck and the menu tells you that you don't have enough cards and tells you how many more cards are needed. When saving a deck, you must name it and it is only after you exit the build deck menu where you gotta select the deck you want to use when you play a game",Yes,No,Kevin Chaja
3,2024-02-25 00:00:00,Login/UI/Game/Tutorial,"Bug?: After completing the tutorial, I went back to play it again. However, it seems that the tutorial acts as a training ground however, you only have limited amount of cards, leading to a point during the game where both the players and the AI have no cards meaning both cannot draw new ones. If the AI runs out of cards and doesn't have any cards to draw, the AI opponent is stuck in the drawing phase and rather than switching turns,the AI just stays and waits the entire turn. The player must wait until the opponents turn is over, and is either stuck doing nothing or attacks the enemy only to switch turns and wait until the enemy's timer to finish to switch to their turn.",I was expecting to get more cards in the tutorial instead of a limited amount rather than having to wait for the opponents clock to finish because they also can't draw any cards,I had to wait the entire opponents turn to make a move cause they didn't want to skip,Yes,No,Kevin Chaja
4,2024-02-27 00:00:00,Login/UI/Game/Friends,"Bug? Whenever I ask friend to battle, and they accept, the game loads in, but logs both of us out",Expecting to play with a friend,I couldn't get a game and it always logged both of us out,Yes,Yes,Kevin Chaja
4,2024-02-27 00:00:00,Game,Refreshing page,Continue to be logged in,Logs me out,Yes,No,Jack Konyan
1,2024-02-25 00:00:00,Main Page,User Case I tried scrolling left and right when,I expected left and right scrolling,No left and right scrolling.,Yes,Yes,Angel Venegas
1,2024-02-26 00:00:00,Game,"Chose ""Spanish"" as the language but most things, like the tutorials and certain buttons are in English",The whole or at least majority of the game to be in Spanish,Most things are in English,Yes,No,Angeles Montalvo
2,2024-02-26 00:00:00,Profile Page,Nothing happens when clicking certain buttons on profile page,"When clicking ""Player Frame"", ""Player Title"", and ""Player Banner"" I expected to see some options or a page for each button when clicked",Nothing happens. If this has to be unlocked by achieving something in the game at least a message would be useful to let the user know what they need to do,Yes,No,Angeles Montalvo
3,2024-02-26 00:00:00,Main Page/Online Friends,Blurry and unresponsive main page,Expected to go back to the main page after looking at the  online players list,"When clicking on the upper right button for online players list and then trying to go back to the main page, we are left with a blurry image of the main page (like the background we had when we were looking at the online players list). Trying to click buttons did not work and had to reload website and log back in.",Yes,Yes,Angeles Montalvo
4,2024-02-26 00:00:00,Main Page/News,Unresponsive buttons in pop up,"Expected to be redirected or see a message when clicking ""Latest News"" or ""Latest Update""",Nothing happens when clicking any of those two buttons,Yes,no,Angeles Montalvo
5,2024-02-26 00:00:00,Tutorials Page,Unresponsive Deck Builder Tutorial Button,To be redirected to the Deck builder tutorial,"Nothing happens, I had to manually go to the Deck Builder and play around to get an idea of how it works. After that it marked the tutorial as COMPLETE",Yes,No,Angeles Montalvo
6,2024-02-26 00:00:00,First Gameplay Tutorial,Tutorial could not be completed,"Being able to select cards, mark the checkmark box ""Complete the tasks…"", see the background","The entire time the background of the game was black (same thing happened in Trainning Mode), could not select any of the cards, could not check the box under Luna's dialogue, and a blue box/square was misplaced on the lower right I think the box is where Luna's dialogue is supposed to go. After exiting the tutorial it was marked as COMPLETE even though it wasn't completed",Yes,Yes,Angeles Montalvo
7,2024-02-26 00:00:00,Settings,Unresponsive close button,"Close settings box when ""x"" was clicked","Nothing happens, I found that the only way to close it is by clicking ""SAVE"" or ""CANCEL""",Yes,No,Angeles Montalvo
1,2024-02-27 00:00:00,Login,Bug: Closing pop-up for login,Option to login to be apparent again,"auses the login page to be stuck on ""login with email""",Yes,no,Jae Molina
3,2024-02-27 00:00:00,Login,User Case: Too often needed to resign,Refreshing page should keep you still signed in,"When you refresh the page, it signs you out",Yes,no,Jae Molina
1,2024-02-23 00:00:00,Tutorial,Card cannot be clicked on. Prevented by an overlay,Exit out of the overlay or click on required card to continue,Overlay card prevents further progress,Yes,Yes,Jorge Enriquez
2,2024-02-27 00:00:00,Main Menu,Deck Builder Tutorial cannot be accessed through the main menu,Deck Builder Tutorial should start,User is brought back to main menu,Yes,No,Jorge Enriquez
3,2024-02-27 00:00:00,Main Menu,"After user is kicked from inactivity, user can no longer log back in",User’s browser should open Magic to log in,No tab or pop up appears for log in,Yes,Yes,Jorge Enriquez
0,2024-02-26 00:00:00,Gameplay Tutorial Page,"Bug: The E-Axe Void Mode overlay became stuck after double clickg the ""Gargoyle"" card and clicking ""Activate"". When it was time to enhance the stats of the Guardian using action cards, the card was not selectable since the E-Axe Void Mode overlay was in the way","I expected the overlay to disapear when the Gargoyle card was ""Activated""",The E-Axe Void Mode overlay stayed on the screen and prevented progression of the tutorial,Yes,Yes,Katrina Ortiz
1,2024-02-26 00:00:00,Gameplay Tutorial Page,"Bug: When aggressively clicking around during the phase selector for Main Phase 2, the highlight box got stuck and the phase selector overlay disappeared",I expected the phase selector overlay to be able to come back after clicking off of it,The phase selector overlay dispeared and the highlight box remains and the tutorial was stuck,Yes,Yes,Katrina Ortiz
2,2024-02-26 00:00:00,Login Page,"User Case: When I refreshed the page, I was logged out and required to log back in after logging in less than 15 minutes from that time",I expected to land on the Main Page since I had logged in less than 15 minutes ago,I was logged out and required to log back in,Yes,No,Katrina Ortiz
4,2024-02-26 00:00:00,Login Page,User Case: I've had to constantly register the same device during login despite the notice that it is a quick one-time approval,I expected the device to remain registered when I was required to register it,I was required to register the device multiple times despite already registering the device,Yes,No,Katrina Ortiz
5,2024-02-26 00:00:00,Gameplay Tutorial Page,"Bug: You can click the phase selector before the tutorial instructs you to draw a new card to begin gameplay. When you do that, the phase selector overlay gets stuck and prevents you from clicking to draw the card",I expected the phase selector to either be non-selectable or close on its own if it is pressed before the tutorial instructs the user to press it or if it is pressed at a different time of the tutorial than intended,"The phase selector was selectable before the tutorial seemed to intend the user to select and therefore, the phase selector overlay got stuck and prevented the progression of the tutorial",Yes,Yes,Katrina Ortiz
6,2024-02-26 00:00:00,Login Process,User Case: It would be nice for the Endersgate Auth tab to close automatically after the user is authenticated,I have experienced the automatic closing of the authentication tabs with other applications so I was expecting the authentication tab to close after successful authentication,The authentication tab requires the user to close the tab after successful authentication,Yes,No,Katrina Ortiz
7,2024-02-26 00:00:00,Gameplay Tutorial Page,"User Case: I was mistaking the Settings icon for the button to proceed with ""Exit Tutorial"", since ""Exit Tutorial"" was next to the Settings icon.","It could be confusing for users to have the ""Exit Tutorial"" link close in proximity to the Settings icon","The ""Exit Tutorial"" could be more distanced from the Settings icon or in its own area to distinguish it",Yes,No,Katrina Ortiz
8,2024-02-27 00:00:00,Tutorial Search (Main Page),"Bug: The tutorial search bar does not seem to search after clicking on the search icon or pressing ""Enter""","The tutorial search bar should search the tutorials when a search term is entered and either the search icon or the ""Enter"" key is pressed","The tutorial search bar does not initiate a search after a term is entered and the search icon or ""Enter"" key is pressed",Yes,No,Katrina Ortiz
9,2024-02-27 00:00:00,Tutorial Search (Main Page),"Bug: The tutorial search bar clear icon (the ""X"") does not clear the input field when pressed","The ""X"" to clear the tutorial search bar should clear the input field","The ""X"" to clear the tutorial search bar does not clear the input field when pressed",Yes,No,Katrina Ortiz
10,2024-02-27 00:00:00,Settings (Main Page),"Bug: The ""X"" to close the Settings overlay does not close the overlay","The ""X"" should close the Settings overlay when pressed","The ""X"" does not close the Settings overlay when pressed",Yes,No,Katrina Ortiz
11,2024-02-27 00:00:00,Settings (Main Page),"User Case: ""SAVE"" in the Settings has all letters capitalized when the other words on the buttons only have the first letter capitalized",I expect the capitalization to be consistent throughout the Settings,SAVE has all letters capitalized and is inconsistent with the other buttons,Yes,No,Katrina Ortiz
12,2024-02-27 00:00:00,Settings (Main Page),"User Case: ""default"" in the ""Reset to default"" button in Settings is not capitalized  and is inconsistent with the other capitalization in Settings",I expect the capitalization to be consistent throughout the Settings,"default in the ""Reset to default"" button in Settings is not capitalized  and is inconsistent with the other capitalization in Settings",Yes,No,Katrina Ortiz
13,2024-02-27 00:00:00,Settings (Main Page),"User Case: The word ""volume"" for the option ""Sound volume"" does not have the first letter capitalized and is inconsistent with the words in the other options in Settings",I expect the capitalization to be consistent throughout the Settings,"The word ""volume"" for the option ""Sound volume"" does not have the first letter capitalized and is inconsistent with the words in the other options in Settings",Yes,No,Katrina Ortiz
14,2024-02-27 00:00:00,Settings (Main Page),"Bug: The ""Cancel"" button in the Settings seems to save the options that were updated","I expect the ""Cancel"" button in the Settings to close the Settings without saving the updates to the optios","The ""Cancel"" button saved the updated options in the Settings",Yes,No,Katrina Ortiz
15,2024-02-27 00:00:00,Add Friends Page,"Bug: After closing the ""Add Friends"", the background stays blurry and prevents further navigation of the website","I expect the background to return to normal after closing the ""Add Friends"" page","The background remained blurry after closing the ""Add Friends"" background and prevented further navigation of the website",Yes,Yes,Katrina Ortiz
16,2024-02-27 00:00:00,Leaderboard Page,"Bug: The leaderboard search bar does not seem to search after clicking on the search icon or pressing ""Enter""","The leaderboard search bar should search the leaderboard when a search term is entered and either the search icon or the ""Enter"" key is pressed","The leaderboard search bar does not initiate a search after a term is entered and the search icon or ""Enter"" key is pressed",Yes,No,Katrina Ortiz
17,2024-02-27 00:00:00,Leaderboard Page,"Bug: The leaderboard search bar clear icon (the ""X"") does not clear the input field when pressed","The ""X"" to clear the leaderboard search bar should clear the input field","The ""X"" to clear the leaderboard search bar does not clear the input field when pressed",Yes,No,Katrina Ortiz
18,2024-02-27 00:00:00,Friends Page,"Bug: The friends search bar does not seem to search after clicking on the search icon or pressing ""Enter""","The friends search bar should search the friends when a search term is entered and either the search icon or the ""Enter"" key is pressed","The friends search bar does not initiate a search after a term is entered and the search icon or ""Enter"" key is pressed",Yes,No,Katrina Ortiz
19,2024-02-27 00:00:00,Friends Page,"Bug: The friends search bar clear icon (the ""X"") does not clear the input field when pressed","The ""X"" to clear the friends search bar should clear the input field","The ""X"" to clear the friends search bar does not clear the input field when pressed",Yes,No,Katrina Ortiz
20,2024-02-27 00:00:00,Edit Profile Page,"Bug: The updated Player Name doesn't save after the ""Save"" button is clicked on the Edit profile page","The updated Player Name should save when the ""Save"" is clicked","The updated Player Name doesn't save after the ""Save"" button is clicked on the Edit profile page",Yes,No,Katrina Ortiz
21,2024-02-27 00:00:00,Deck Builder Page,"User Case: ""CANCEL"" in the Create New Deck menu in the Deck Builder page has all letters capitalized when the words on the other button only have the first letter capitalized",I expect the capitalization to be consistent throughout the Deck Builder Page,CANCEL has all letters capitalized and is inconsistent with the other button,Yes,No,Katrina Ortiz
22,2024-02-27 00:00:00,Deck Builder Page (Add New Card),"User Case: The add new card content doesn't auto fit when the browser was shrunk so the arrows and the ""X"" close icon were hidden",I expect the website's content to auto fit when the browser changes size,"The add new card content doesn't auto fit when the browser was shrunk so the arrows and the ""X"" close icon were hidden",Yes,No,Katrina Ortiz
23,2024-02-27 00:00:00,Gameplay Tutorial Page,"Bug: I was able to ""Hire"" and ""Set"" every card by the Main Phase 2 stage in the Gameplay tutorial and the tutorial became stuck and was not able to progress",I expect to be prevented from doing something in the Gameplay tutorial that is not meant to happen at that stage in the tutorial,"I was able to ""Hire"" and ""Set"" every card by the Main Phase 2 stage in the Gameplay tutorial and the tutorial became stuck and was not able to progress",Yes,Yes,Katrina Ortiz
24,2024-02-27 00:00:00,Gameplay Tutorial Page,"Bug: I was able click ""Activate"" on the ""Cursed Jian"" card before the Main Phase 2 stage in the Gameplay tutorial and the tutorial became stuck and was not able to progress since the ""Cursed Jian"" overlay was covering the card I was supposed to ""Set"" to progress the tutorial",I expect to be prevented from doing something in the Gameplay tutorial that is not meant to happen at that stage in the tutorial,"I was able click ""Activate"" on the ""Cursed Jian"" card before the Main Phase 2 stage in the Gameplay tutorial and the tutorial became stuck and was not able to progress since the ""Cursed Jian"" overlay was covering the card I was supposed to ""Set"" to progress the tutorial",Yes,Yes,Katrina Ortiz
1,2024-02-27 00:00:00,Log In,Logging in with google took a couple tries to get in,Loading into the game,"Nothing, just says ""connecting to the server…"" for 5 minutes",Yes,No,Brandon Hakimi
2,2024-02-27 00:00:00,Server,Got kicked out while playing the tutorial after about five minutes. Wasn’t paying too much attention to latency but when I did it was around 170-200. I got a couple turns in the battle phase before it happened. Was kicked out to the main login page with the music still playing,Continue tutorial,Got kicked,Yes,No,Brandon Hakimi
3,2024-02-27 00:00:00,Tutorial,"When I got disconnected while doing the first gameplay tutorial, I got back on 20 minutes later and it said I had finished it. I clicked the play and it still worked and I was able to do the tutorial but doing the tutorial made the game think I had completed the deck builder tutorial as well. Now when I try to do the deck builder tutorial nothing happens when I click play.",Start deck builder tutorial,Nothing,Yes,Yes,Brandon Hakimi
4,2024-02-27 00:00:00,Profile,"The Player Frame, Player Title, and Player Banner buttons do not work in the profile tab. I assume this is because we are still in beta and these things are not very important but I am reporting it just in case it is supposed to work",Show me options to customize my profile more,Nothing,Yes,No,Brandon Hakimi
1,2024-02-25 00:00:00,Login,Window Scale,Form to window size,Vertical monitor setup does not adjust to window,Yes,No,Javier Torres
2,2024-02-25 00:00:00,Mobile/Main menu,Return to main menu,Return after tutorial to no new player prompt,"When returning after tutorial to main menu, still prompts and asks of your a new player",Yes,No,Javier Torres
2,2024-02-26 00:00:00,Login,User Case: Avoid asking the user to authenticate every time they log in,Magic to remember the PC I used,Asked to re-authenticate my email address again,Yes,No,Svarun Soda
3,2024-02-26 00:00:00,Game,User Case: Add character voice-over for tutorial missions,Tutorial character text to be narrated,Tutorial character text not narrated,Yes,No,Svarun Soda
1,2024-02-26 00:00:00,Tutorial,Blue border remain for a second too long after clicking,Blue border should dissapear after im done clicking on what it tells me to,Blue border remained for a second too long after clicking on what it told me to,Yes,No,Artim Trofimenko
2,2024-02-26 00:00:00,Main Menu,Asked me to do the tutorial agaoin after i already completed it,To not see tutorial anymore after i completed it,Tutorial popped out after already completing it,Yes,No,Artim Trofimenko
3,2024-02-26 00:00:00,Main Menu,"After clicking friends, add friends, then exiting the add friends tab, I cant click anyhting in the main menu, its all blurred out",Friends menu to close and use main menu again,"Main menu is all blurred out after closing friends menu, cant click anything",Yes,Yes,Artim Trofimenko
4,2024-02-26 00:00:00,Arena,"After creating my deck and selecting it, i tried going into the arena, and as the game loaded it just kicked me out to the sign in page",For me to play a match,Game closed and brought me to sign it page,Yes,Yes,Artim Trofimenko
5,2024-02-26 00:00:00,Training mode,"After clicking on training mode in adventure select, the battle launches and never starts, I just sit there waiting forever",To start match agaisnt AI,Nothing happened,Yes,No,Artim Trofimenko
